,source,target,flags
0,0010,A000,0
1,0011,A001,0
2,0019,A009,0
3,0020,A0100,10000
4,0021,A011,0
5,0022,A012,0
6,0023,A013,0
7,0029,A014,0
8,0030,A020,0
9,0031,A021,10000
10,00320,A0220,0
11,00321,A0221,0
12,00322,A0222,0
13,00323,A0223,0
14,00324,A0224,0
15,00329,A0229,10000
16,0038,A028,0
17,0039,A029,0
18,0040,A030,0
19,0041,A031,0
20,0042,A032,0
21,0043,A033,0
22,0048,A038,0
23,0049,A039,0
24,0050,A050,0
25,0051,A051,0
26,0052,A052,0
27,0053,A058,10000
28,0054,A053,0
29,00581,A055,0
30,00589,A054,10000
31,00589,A058,10000
32,0059,A059,0
33,0060,A060,0
34,0061,A061,0
35,0062,A062,0
36,0063,A064,0
37,0064,A065,0
38,0065,A066,0
39,0066,A067,0
40,0068,A0689,10000
41,0069,A069,0
42,0070,A070,0
43,0071,A071,0
44,0072,A073,0
45,0073,A078,10000
46,0074,A072,0
47,0075,A074,0
48,0078,A078,10000
49,0079,A079,0
50,00800,A044,10000
51,00801,A040,0
52,00802,A041,0
53,00803,A042,0
54,00804,A043,0
55,00809,A044,10000
56,0081,A048,10000
57,0082,A048,10000
58,0083,A048,10000
59,00841,A048,10000
60,00842,A048,10000
61,00843,A045,0
62,00844,A046,0
63,00845,A0471,10000
64,00845,A0472,10000
65,00846,A048,10000
66,00847,A048,10000
67,00849,A048,10000
68,0085,A049,0
69,00861,A080,0
70,00862,A082,0
71,00863,A0811,10000
72,00864,A0819,10000
73,00865,A0831,0
74,00866,A0832,0
75,00867,A0839,10000
76,00869,A0839,10000
77,0088,A088,10000
78,0090,A09,10000
79,0091,A09,10000
80,0092,A09,10000
81,0093,A09,10000
82,01000,A157,10000
83,01001,A157,10000
84,01002,A157,10000
85,01003,A157,10000
86,01004,A157,10000
87,01005,A157,10000
88,01006,A157,10000
89,01010,A156,10000
90,01011,A156,10000
91,01012,A156,10000
92,01013,A156,10000
93,01014,A156,10000
94,01015,A156,10000
95,01016,A156,10000
96,01080,A157,10000
97,01081,A157,10000
98,01082,A157,10000
99,01083,A157,10000
100,01084,A157,10000
101,01085,A157,10000
102,01086,A157,10000
103,01090,A157,10000
104,01091,A157,10000
105,01092,A157,10000
106,01093,A157,10000
107,01094,A157,10000
108,01095,A157,10000
109,01096,A157,10000
110,01100,A150,10000
111,01101,A150,10000
112,01102,A150,10000
113,01103,A150,10000
114,01104,A150,10000
115,01105,A150,10000
116,01106,A150,10000
117,01110,A150,10000
118,01111,A150,10000
119,01112,A150,10000
120,01113,A150,10000
121,01114,A150,10000
122,01115,A150,10000
123,01116,A150,10000
124,01120,A150,10000
125,01121,A150,10000
126,01122,A150,10000
127,01123,A150,10000
128,01124,A150,10000
129,01125,A150,10000
130,01126,A150,10000
131,01130,A155,10000
132,01131,A155,10000
133,01132,A155,10000
134,01133,A155,10000
135,01134,A155,10000
136,01135,A155,10000
137,01136,A155,10000
138,01140,A150,10000
139,01141,A150,10000
140,01142,A150,10000
141,01143,A150,10000
142,01144,A150,10000
143,01145,A150,10000
144,01146,A150,10000
145,01150,A150,10000
146,01151,A150,10000
147,01152,A150,10000
148,01153,A150,10000
149,01154,A150,10000
150,01155,A150,10000
151,01156,A150,10000
152,01160,A150,10000
153,01161,A150,10000
154,01162,A150,10000
155,01163,A150,10000
156,01164,A150,10000
157,01165,A150,10000
158,01166,A150,10000
159,01170,A150,10000
160,01171,A150,10000
161,01172,A150,10000
162,01173,A150,10000
163,01174,A150,10000
164,01175,A150,10000
165,01176,A150,10000
166,01180,A150,10000
167,01181,A150,10000
168,01182,A150,10000
169,01183,A150,10000
170,01184,A150,10000
171,01185,A150,10000
172,01186,A150,10000
173,01190,A150,10000
174,01191,A150,10000
175,01192,A150,10000
176,01193,A150,10000
177,01194,A150,10000
178,01195,A150,10000
179,01196,A150,10000
180,01200,A156,10000
181,01201,A156,10000
182,01202,A156,10000
183,01203,A156,10000
184,01204,A156,10000
185,01205,A156,10000
186,01206,A156,10000
187,01210,A154,10000
188,01211,A154,10000
189,01212,A154,10000
190,01213,A154,10000
191,01214,A154,10000
192,01215,A154,10000
193,01216,A154,10000
194,01220,A155,10000
195,01221,A155,10000
196,01222,A155,10000
197,01223,A155,10000
198,01224,A155,10000
199,01225,A155,10000
200,01226,A155,10000
201,01230,A155,10000
202,01231,A155,10000
203,01232,A155,10000
204,01233,A155,10000
205,01234,A155,10000
206,01235,A155,10000
207,01236,A155,10000
208,01280,A158,10000
209,01281,A158,10000
210,01282,A158,10000
211,01283,A158,10000
212,01284,A158,10000
213,01285,A158,10000
214,01286,A158,10000
215,01300,A170,10000
216,01301,A170,10000
217,01302,A170,10000
218,01303,A170,10000
219,01304,A170,10000
220,01305,A170,10000
221,01306,A170,10000
222,01310,A171,10000
223,01311,A171,10000
224,01312,A171,10000
225,01313,A171,10000
226,01314,A171,10000
227,01315,A171,10000
228,01316,A171,10000
229,01320,A1781,10000
230,01321,A1781,10000
231,01322,A1781,10000
232,01323,A1781,10000
233,01324,A1781,10000
234,01325,A1781,10000
235,01326,A1781,10000
236,01330,A1781,10000
237,01331,A1781,10000
238,01332,A1781,10000
239,01333,A1781,10000
240,01334,A1781,10000
241,01335,A1781,10000
242,01336,A1781,10000
243,01340,A1781,10000
244,01341,A1781,10000
245,01342,A1781,10000
246,01343,A1781,10000
247,01344,A1781,10000
248,01345,A1781,10000
249,01346,A1781,10000
250,01350,A1781,10000
251,01351,A1781,10000
252,01352,A1781,10000
253,01353,A1781,10000
254,01354,A1781,10000
255,01355,A1781,10000
256,01356,A1781,10000
257,01360,A1782,10000
258,01361,A1782,10000
259,01362,A1782,10000
260,01363,A1782,10000
261,01364,A1782,10000
262,01365,A1782,10000
263,01366,A1782,10000
264,01380,A1789,10000
265,01381,A1789,10000
266,01382,A1789,10000
267,01383,A1789,10000
268,01384,A1789,10000
269,01385,A1789,10000
270,01386,A1789,10000
271,01390,A179,10000
272,01391,A179,10000
273,01392,A179,10000
274,01393,A179,10000
275,01394,A179,10000
276,01395,A179,10000
277,01396,A179,10000
278,01400,A1831,10000
279,01401,A1831,10000
280,01402,A1831,10000
281,01403,A1831,10000
282,01404,A1831,10000
283,01405,A1831,10000
284,01406,A1831,10000
285,01480,A1832,10000
286,01480,A1839,10000
287,01481,A1832,10000
288,01481,A1839,10000
289,01482,A1832,10000
290,01482,A1839,10000
291,01483,A1832,10000
292,01483,A1839,10000
293,01484,A1832,10000
294,01484,A1839,10000
295,01485,A1832,10000
296,01485,A1839,10000
297,01486,A1832,10000
298,01486,A1839,10000
299,01500,A1801,10000
300,01501,A1801,10000
301,01502,A1801,10000
302,01503,A1801,10000
303,01504,A1801,10000
304,01505,A1801,10000
305,01506,A1801,10000
306,01510,A1802,10000
307,01511,A1802,10000
308,01512,A1802,10000
309,01513,A1802,10000
310,01514,A1802,10000
311,01515,A1802,10000
312,01516,A1802,10000
313,01520,A1802,10000
314,01521,A1802,10000
315,01522,A1802,10000
316,01523,A1802,10000
317,01524,A1802,10000
318,01525,A1802,10000
319,01526,A1802,10000
320,01550,A1803,10000
321,01551,A1803,10000
322,01552,A1803,10000
323,01553,A1803,10000
324,01554,A1803,10000
325,01555,A1803,10000
326,01556,A1803,10000
327,01560,A1803,10000
328,01561,A1803,10000
329,01562,A1803,10000
330,01563,A1803,10000
331,01564,A1803,10000
332,01565,A1803,10000
333,01566,A1803,10000
334,01570,A1803,10000
335,01571,A1803,10000
336,01572,A1803,10000
337,01573,A1803,10000
338,01574,A1803,10000
339,01575,A1803,10000
340,01576,A1803,10000
341,01580,A1802,10000
342,01581,A1802,10000
343,01582,A1802,10000
344,01583,A1802,10000
345,01584,A1802,10000
346,01585,A1802,10000
347,01586,A1802,10000
348,01590,A1802,10000
349,01590,A1803,10000
350,01591,A1802,10000
351,01591,A1803,10000
352,01592,A1802,10000
353,01592,A1803,10000
354,01593,A1802,10000
355,01593,A1803,10000
356,01594,A1802,10000
357,01594,A1803,10000
358,01595,A1802,10000
359,01595,A1803,10000
360,01596,A1802,10000
361,01596,A1803,10000
362,01600,A1811,10000
363,01601,A1811,10000
364,01602,A1811,10000
365,01603,A1811,10000
366,01604,A1811,10000
367,01605,A1811,10000
368,01606,A1811,10000
369,01610,A1812,10000
370,01611,A1812,10000
371,01612,A1812,10000
372,01613,A1812,10000
373,01614,A1812,10000
374,01615,A1812,10000
375,01616,A1812,10000
376,01620,A1811,10000
377,01621,A1811,10000
378,01622,A1811,10000
379,01623,A1811,10000
380,01624,A1811,10000
381,01625,A1811,10000
382,01626,A1811,10000
383,01630,A1813,10000
384,01631,A1813,10000
385,01632,A1813,10000
386,01633,A1813,10000
387,01634,A1813,10000
388,01635,A1813,10000
389,01636,A1813,10000
390,01640,A1815,10000
391,01641,A1815,10000
392,01642,A1815,10000
393,01643,A1815,10000
394,01644,A1815,10000
395,01645,A1815,10000
396,01646,A1815,10000
397,01650,A1814,10000
398,01650,A1815,10000
399,01651,A1814,10000
400,01651,A1815,10000
401,01652,A1814,10000
402,01652,A1815,10000
403,01653,A1814,10000
404,01653,A1815,10000
405,01654,A1814,10000
406,01654,A1815,10000
407,01655,A1814,10000
408,01655,A1815,10000
409,01656,A1814,10000
410,01656,A1815,10000
411,01660,A1817,10000
412,01661,A1817,10000
413,01662,A1817,10000
414,01663,A1817,10000
415,01664,A1817,10000
416,01665,A1817,10000
417,01666,A1817,10000
418,01670,A1816,10000
419,01670,A1817,10000
420,01670,A1818,10000
421,01671,A1816,10000
422,01671,A1817,10000
423,01671,A1818,10000
424,01672,A1816,10000
425,01672,A1817,10000
426,01672,A1818,10000
427,01673,A1816,10000
428,01673,A1817,10000
429,01673,A1818,10000
430,01674,A1816,10000
431,01674,A1817,10000
432,01674,A1818,10000
433,01675,A1816,10000
434,01675,A1817,10000
435,01675,A1818,10000
436,01676,A1816,10000
437,01676,A1817,10000
438,01676,A1818,10000
439,01690,A1810,10000
440,01691,A1810,10000
441,01692,A1810,10000
442,01693,A1810,10000
443,01694,A1810,10000
444,01695,A1810,10000
445,01696,A1810,10000
446,01700,A184,10000
447,01701,A184,10000
448,01702,A184,10000
449,01703,A184,10000
450,01704,A184,10000
451,01705,A184,10000
452,01706,A184,10000
453,01710,A184,10000
454,01711,A184,10000
455,01712,A184,10000
456,01713,A184,10000
457,01714,A184,10000
458,01715,A184,10000
459,01716,A184,10000
460,01720,A182,10000
461,01721,A182,10000
462,01722,A182,10000
463,01723,A182,10000
464,01724,A182,10000
465,01725,A182,10000
466,01726,A182,10000
467,01730,A1850,10000
468,01730,A1851,10000
469,01730,A1852,10000
470,01730,A1853,10000
471,01730,A1854,10000
472,01730,A1859,10000
473,01731,A1850,10000
474,01731,A1851,10000
475,01731,A1852,10000
476,01731,A1854,10000
477,01731,A1859,10000
478,01732,A1850,10000
479,01732,A1851,10000
480,01732,A1852,10000
481,01732,A1854,10000
482,01732,A1859,10000
483,01733,A1850,10000
484,01733,A1851,10000
485,01733,A1852,10000
486,01733,A1854,10000
487,01733,A1859,10000
488,01734,A1850,10000
489,01734,A1851,10000
490,01734,A1852,10000
491,01734,A1854,10000
492,01734,A1859,10000
493,01735,A1850,10000
494,01735,A1851,10000
495,01735,A1852,10000
496,01735,A1854,10000
497,01735,A1859,10000
498,01736,A1850,10000
499,01736,A1851,10000
500,01736,A1852,10000
501,01736,A1854,10000
502,01736,A1859,10000
503,01740,A186,10000
504,01741,A186,10000
505,01742,A186,10000
506,01743,A186,10000
507,01744,A186,10000
508,01745,A186,10000
509,01746,A186,10000
510,01750,A1881,10000
511,01751,A1881,10000
512,01752,A1881,10000
513,01753,A1881,10000
514,01754,A1881,10000
515,01755,A1881,10000
516,01756,A1881,10000
517,01760,A187,10000
518,01761,A187,10000
519,01762,A187,10000
520,01763,A187,10000
521,01764,A187,10000
522,01765,A187,10000
523,01766,A187,10000
524,01770,A1885,10000
525,01771,A1885,10000
526,01772,A1885,10000
527,01773,A1885,10000
528,01774,A1885,10000
529,01775,A1885,10000
530,01776,A1885,10000
531,01780,A1889,10000
532,01781,A1889,10000
533,01782,A1889,10000
534,01783,A1889,10000
535,01784,A1889,10000
536,01785,A1889,10000
537,01786,A1889,10000
538,01790,A1884,10000
539,01791,A1884,10000
540,01791,A1889,10000
541,01792,A1884,10000
542,01792,A1889,10000
543,01793,A1884,10000
544,01793,A1889,10000
545,01794,A1884,10000
546,01794,A1889,10000
547,01795,A1884,10000
548,01795,A1889,10000
549,01796,A1884,10000
550,01796,A1889,10000
551,01800,A192,10000
552,01801,A192,10000
553,01802,A192,10000
554,01803,A192,10000
555,01804,A192,10000
556,01805,A192,10000
557,01806,A192,10000
558,01880,A198,10000
559,01881,A198,10000
560,01882,A198,10000
561,01883,A198,10000
562,01884,A198,10000
563,01885,A198,10000
564,01886,A198,10000
565,01890,A199,10000
566,01891,A199,10000
567,01892,A199,10000
568,01893,A199,10000
569,01894,A199,10000
570,01895,A199,10000
571,01896,A199,10000
572,0200,A200,0
573,0201,A201,0
574,0202,A207,0
575,0203,A202,10000
576,0204,A202,10000
577,0205,A202,10000
578,0208,A208,10000
579,0209,A209,0
580,0210,A210,0
581,0211,A213,10000
582,0212,A212,0
583,0213,A211,0
584,0218,A217,10000
585,0218,A218,10000
586,0219,A219,0
587,0220,A220,0
588,0221,A221,10000
589,0222,A222,0
590,0223,A227,10000
591,0228,A228,0
592,0229,A229,0
593,0230,A230,0
594,0231,A231,0
595,0232,A232,0
596,0233,A233,0
597,0238,A238,0
598,0239,A239,0
599,024,A240,0
600,025,A243,10000
601,025,A249,10000
602,0260,A250,0
603,0261,A251,0
604,0269,A259,0
605,0270,A3211,10000
606,0270,A3212,10000
607,0270,A327,10000
608,0270,A3281,10000
609,0270,A3289,10000
610,0270,A329,10000
611,0271,A267,10000
612,0271,A268,10000
613,0271,A269,10000
614,0272,A280,0
615,0278,A288,10000
616,0279,A289,0
617,0300,A305,0
618,0301,A301,0
619,0302,A300,0
620,0303,A303,10000
621,0308,A308,0
622,0309,A309,0
623,0310,A310,0
624,0311,A311,0
625,0312,A312,0
626,0318,A318,0
627,0319,A319,0
628,0320,A360,0
629,0321,A361,0
630,0322,A3689,10000
631,0323,A362,0
632,03281,A3686,0
633,03282,A3681,0
634,03283,A3689,10000
635,03284,A3685,0
636,03285,A363,0
637,03289,A3682,10000
638,03289,A3683,10000
639,03289,A3684,10000
640,03289,A3689,10000
641,0329,A369,0
642,0330,A3700,10000
643,0331,A3710,10000
644,0338,A3780,10000
645,0339,A3790,10000
646,0340,J020,10000
647,0340,J0300,10000
648,0341,A389,10000
649,035,A46,0
650,0360,A390,0
651,0361,A3981,0
652,0362,A394,10000
653,0363,A391,0
654,03640,A3950,0
655,03641,A3953,0
656,03642,A3951,0
657,03643,A3952,0
658,03681,A3982,10000
659,03682,A3983,10000
660,03689,A3989,0
661,0369,A399,0
662,037,A35,0
663,0380,A409,10000
664,03810,A412,10000
665,03811,A4101,10000
666,03812,A4102,10000
667,03819,A411,10000
668,0382,A403,10000
669,0383,A414,10000
670,03840,A4150,10000
671,03841,A413,10000
672,03842,A4151,10000
673,03843,A4152,10000
674,03844,A4153,10000
675,03849,A4159,10000
676,0388,A4189,10000
677,0389,A419,10000
678,0390,L081,10000
679,0391,A420,10000
680,0392,A421,0
681,0393,A422,0
682,0394,B479,10000
683,0398,A4281,10000
684,0398,A4282,10000
685,0398,A4289,10000
686,0398,A438,10000
687,0399,A429,10000
688,0399,A439,10000
689,0399,B471,10000
690,0400,A480,0
691,0401,A488,10000
692,0402,K9081,0
693,0403,A488,10000
694,04041,A4851,0
695,04042,A4852,0
696,04081,M60009,10000
697,04082,A483,0
698,04089,A488,10000
699,04100,B955,10000
700,04101,B950,0
701,04102,B951,0
702,04103,B954,10000
703,04104,B952,0
704,04105,B954,10000
705,04109,B954,10000
706,04110,B958,10000
707,04111,B9561,10000
708,04112,B9562,10000
709,04119,B957,10000
710,0412,B953,10000
711,0413,B961,0
712,04141,B9621,0
713,04142,B9622,0
714,04143,B9623,0
715,04149,B9620,10000
716,04149,B9629,10000
717,0415,B963,10000
718,0416,B964,0
719,0417,B965,0
720,04181,A493,10000
721,04181,B960,10000
722,04182,B966,0
723,04183,B967,10000
724,04184,B9689,10000
725,04185,B9689,10000
726,04186,B9681,0
727,04189,B9689,10000
728,0419,B9689,10000
729,042,B20,0
730,04500,A8039,10000
731,04501,A8039,10000
732,04502,A8039,10000
733,04503,A8039,10000
734,04510,A8039,10000
735,04511,A8039,10000
736,04512,A8039,10000
737,04513,A8039,10000
738,04520,A804,10000
739,04521,A804,10000
740,04522,A804,10000
741,04523,A804,10000
742,04590,A809,10000
743,04591,A809,10000
744,04592,A809,10000
745,04593,A809,10000
746,0460,A8181,0
747,04611,A8101,0
748,04619,A8100,10000
749,04619,A8109,10000
750,0462,A811,0
751,0463,A812,10000
752,04671,A8182,0
753,04672,A8183,0
754,04679,A8189,10000
755,0468,A8189,10000
756,0469,A819,0
757,0470,A870,10000
758,0471,A870,10000
759,0478,A878,10000
760,0479,A879,10000
761,048,A880,10000
762,0490,A872,0
763,0491,A871,0
764,0498,A850,10000
765,0498,A851,10000
766,0498,A858,10000
767,0498,A888,10000
768,0499,A86,10000
769,0499,A89,10000
770,0500,B03,10000
771,0501,B03,10000
772,0502,B03,10000
773,0509,B03,10000
774,05101,B08010,0
775,05102,B08011,0
776,0511,B0803,0
777,0512,B0802,10000
778,0519,B0804,10000
779,0520,B0111,10000
780,0521,B012,0
781,0522,B0112,0
782,0527,B010,10000
783,0527,B0181,10000
784,0527,B0189,10000
785,0528,B0189,10000
786,0529,B019,0
787,0530,B021,0
788,05310,B0229,10000
789,05311,B0221,0
790,05312,B0222,0
791,05313,B0223,0
792,05314,B0224,0
793,05319,B0229,10000
794,05320,B0239,10000
795,05321,B0233,0
796,05322,B0232,0
797,05329,B0239,10000
798,05371,B028,10000
799,05379,B028,10000
800,0538,B028,10000
801,0539,B029,0
802,0540,B000,0
803,05410,A609,10000
804,05411,A6004,10000
805,05412,A6004,10000
806,05413,A6001,0
807,05419,A6009,10000
808,0542,B002,0
809,0543,B004,10000
810,05440,B0050,0
811,05441,B0059,10000
812,05442,B0052,10000
813,05443,B0052,10000
814,05444,B0051,0
815,05449,B0059,10000
816,0545,B007,0
817,0546,B0089,10000
818,05471,B0081,10000
819,05472,B003,0
820,05473,B001,10000
821,05474,B0082,0
822,05479,B0089,10000
823,0548,B009,10000
824,0549,B009,10000
825,0550,B050,0
826,0551,B052,0
827,0552,B053,0
828,05571,B0581,0
829,05579,B051,10000
830,05579,B054,10000
831,05579,B0589,10000
832,0558,B0589,10000
833,0559,B059,0
834,05600,B0600,0
835,05601,B0601,0
836,05609,B0609,10000
837,05671,B0682,0
838,05679,B0681,10000
839,05679,B0689,10000
840,0568,B0689,10000
841,0569,B069,0
842,0570,B083,0
843,0578,B09,10000
844,0578,L444,10000
845,0579,B09,10000
846,05810,B0820,0
847,05811,B0821,0
848,05812,B0822,0
849,05821,B1001,0
850,05829,B1009,0
851,05881,B1081,10000
852,05882,B1082,10000
853,05889,B1089,10000
854,05900,B0809,10000
855,05901,B04,0
856,05909,B0809,10000
857,05910,B0860,0
858,05911,B0861,0
859,05912,B0862,0
860,05919,B0869,0
861,05920,B0870,10000
862,05921,B0871,0
863,05922,B0872,0
864,0598,B088,10000
865,0599,B088,10000
866,0600,A950,0
867,0601,A951,0
868,0609,A959,0
869,061,A90,0
870,0620,A830,0
871,0621,A831,0
872,0622,A832,0
873,0623,A833,0
874,0624,A834,0
875,0625,A835,0
876,0628,A838,10000
877,0629,A839,0
878,0630,A840,0
879,0631,A848,10000
880,0632,A841,0
881,0638,A848,10000
882,0639,A849,0
883,064,A852,0
884,0650,A980,0
885,0651,A981,0
886,0652,A982,0
887,0653,A988,10000
888,0654,A91,10000
889,0654,A920,10000
890,0658,A988,10000
891,0659,A99,10000
892,0660,A931,0
893,0661,A932,10000
894,0662,A922,0
895,0663,A920,10000
896,0663,A921,10000
897,0663,A924,10000
898,0663,A925,10000
899,0663,A928,10000
900,0663,A930,10000
901,0663,B331,10000
902,06640,A9230,0
903,06641,A9231,0
904,06642,A9232,0
905,06649,A9239,0
906,0668,A938,0
907,0669,A94,10000
908,0700,B150,0
909,0701,B159,0
910,07020,B162,10000
911,07020,B1911,10000
912,07021,B160,10000
913,07022,B181,10000
914,07023,B180,10000
915,07030,B169,10000
916,07030,B1910,10000
917,07031,B161,10000
918,07032,B181,10000
919,07033,B180,10000
920,07041,B1711,0
921,07042,B170,10000
922,07043,B172,10000
923,07044,B182,10000
924,07049,B178,10000
925,07051,B1710,0
926,07052,B170,10000
927,07053,B172,10000
928,07054,B182,10000
929,07059,B178,10000
930,07059,B188,10000
931,07059,B189,10000
932,0706,B190,0
933,07070,B1920,0
934,07071,B1921,0
935,0709,B199,10000
936,071,A829,10000
937,0720,B260,0
938,0721,B261,0
939,0722,B262,0
940,0723,B263,0
941,07271,B2681,0
942,07272,B2684,0
943,07279,B2682,10000
944,07279,B2683,10000
945,07279,B2685,10000
946,07279,B2689,10000
947,0728,B2689,10000
948,0729,B269,0
949,0730,A70,10111
950,0730,J17,10112
951,0737,A70,10000
952,0738,A70,10000
953,0739,A70,10000
954,0740,B085,0
955,0741,B330,0
956,07420,B3320,10000
957,07421,B3323,10000
958,07422,B3321,10000
959,07423,B3322,10000
960,0743,B084,0
961,0748,B341,10000
962,075,B2790,10000
963,0760,A710,0
964,0761,A711,0
965,0769,A719,0
966,0770,A740,10000
967,0771,B300,0
968,0772,B302,0
969,0773,B301,10000
970,0774,B303,0
971,0778,B308,0
972,07798,A740,10000
973,07798,A7489,10000
974,07799,B309,0
975,0780,B081,0
976,07810,B079,0
977,07811,A630,0
978,07812,B070,0
979,07819,B078,0
980,0782,B338,10000
981,0783,A281,0
982,0784,B088,10000
983,0785,B259,10000
984,0786,A985,0
985,0787,A960,10000
986,0787,A961,10000
987,0787,A968,10000
988,07881,A881,0
989,07882,R1111,10000
990,07888,A7489,10000
991,07889,A983,10000
992,07889,A984,10000
993,07889,B338,10000
994,0790,B970,10000
995,0791,B9712,10000
996,0792,B9711,10000
997,0793,B9789,10000
998,0794,B977,0
999,07950,B9730,0
1000,07951,B9733,0
1001,07952,B9734,0
1002,07953,B9735,0
1003,07959,B333,10000
1004,07959,B9739,10000
1005,0796,B974,10000
1006,07981,B334,10000
1007,07982,B9721,0
1008,07983,B343,10000
1009,07988,A7489,10000
1010,07989,B338,10000
1011,07989,B341,10000
1012,07989,B342,10000
1013,07989,B344,10000
1014,07989,B348,10000
1015,07989,B9719,10000
1016,07989,B9729,10000
1017,07989,B9789,10000
1018,07998,A749,10000
1019,07999,B9789,10000
1020,080,A750,0
1021,0810,A752,0
1022,0811,A751,0
1023,0812,A753,0
1024,0819,A759,0
1025,0820,A770,10000
1026,0821,A771,0
1027,0822,A772,0
1028,0823,A773,0
1029,08240,A7740,0
1030,08241,A7741,0
1031,08249,A7749,0
1032,0828,A778,10000
1033,0829,A799,10000
1034,0830,A78,0
1035,0831,A790,0
1036,0832,A791,10000
1037,0838,A7981,10000
1038,0838,A7989,10000
1039,0839,A799,10000
1040,0840,B508,10000
1041,0840,B509,10000
1042,0841,B519,10000
1043,0842,B529,10000
1044,0843,B530,0
1045,0844,B531,10000
1046,0844,B538,10000
1047,0845,B509,10000
1048,0845,B519,10000
1049,0845,B529,10000
1050,0846,B54,0
1051,0847,B538,10000
1052,0848,B508,10000
1053,0849,B500,10000
1054,0849,B508,10000
1055,0849,B510,10000
1056,0849,B518,10000
1057,0849,B520,10000
1058,0849,B528,10000
1059,0850,B550,0
1060,0851,B551,10000
1061,0852,B551,10000
1062,0853,B551,10000
1063,0854,B551,10000
1064,0855,B552,0
1065,0859,B559,0
1066,0860,B570,10000
1067,0860,B572,10000
1068,0861,B575,10000
1069,0862,B571,10000
1070,0863,B560,0
1071,0864,B561,0
1072,0865,B569,10000
1073,0869,B569,10000
1074,0870,A680,0
1075,0871,A681,0
1076,0879,A689,0
1077,0880,A449,10000
1078,08881,A6920,10000
1079,08882,B600,0
1080,08889,B608,10000
1081,0889,B64,10000
1082,0900,A5009,10000
1083,0901,A501,0
1084,0902,A502,0
1085,0903,A5031,10000
1086,09040,A5040,10000
1087,09040,A5045,10000
1088,09041,A5042,10000
1089,09042,A5041,10000
1090,09049,A5049,10000
1091,0905,A5052,10000
1092,0905,A5057,10000
1093,0905,A5059,10000
1094,0906,A506,0
1095,0907,A507,0
1096,0909,A509,0
1097,0910,A510,0
1098,0911,A511,0
1099,0912,A512,0
1100,0913,A5131,10000
1101,0913,A5139,10000
1102,0914,A5149,10000
1103,09150,A5143,10000
1104,09151,A5143,10000
1105,09152,A5143,10000
1106,09161,A5146,10000
1107,09162,A5145,0
1108,09169,A5149,10000
1109,0917,A5149,10000
1110,09181,A5141,10000
1111,09182,A5132,0
1112,09189,A5149,10000
1113,0919,A5149,10000
1114,0920,A515,10000
1115,0929,A515,10000
1116,0930,A5201,0
1117,0931,A5202,0
1118,09320,A5203,10000
1119,09321,A5203,10000
1120,09322,A5203,10000
1121,09323,A5203,10000
1122,09324,A5203,10000
1123,09381,A5206,10000
1124,09382,A5206,10000
1125,09389,A5209,10000
1126,0939,A5200,0
1127,0940,A5211,10000
1128,0941,A5217,0
1129,0942,A5213,10000
1130,0943,A522,0
1131,09481,A5214,10000
1132,09482,A5219,10000
1133,09483,A5219,10000
1134,09484,A5215,10000
1135,09485,A5215,10000
1136,09486,A5215,10000
1137,09487,A5219,10000
1138,09489,A5219,10000
1139,0949,A523,10000
1140,0950,A5271,10000
1141,0951,A5272,10000
1142,0952,A5274,10000
1143,0953,A5274,10000
1144,0954,A5275,10000
1145,0955,A5277,10000
1146,0956,A5278,10000
1147,0957,A5278,10000
1148,0958,A5273,10000
1149,0958,A5276,10000
1150,0958,A5279,10000
1151,0959,A5279,10000
1152,096,A528,0
1153,0970,A529,0
1154,0971,A530,0
1155,0979,A539,0
1156,0980,A5400,10000
1157,09810,A5429,10000
1158,09811,A5401,10000
1159,09812,A5422,10000
1160,09813,A5423,10000
1161,09814,A5423,10000
1162,09815,A5403,10000
1163,09816,A5424,10000
1164,09817,A5429,10000
1165,09819,A5421,10000
1166,0982,A5400,10000
1167,09830,A5429,10000
1168,09831,A5401,10000
1169,09832,A5422,10000
1170,09833,A5423,10000
1171,09834,A5423,10000
1172,09835,A5403,10000
1173,09836,A5424,10000
1174,09837,A5429,10000
1175,09839,A5429,10000
1176,09840,A5431,0
1177,09841,A5432,0
1178,09842,A5439,10000
1179,09843,A5433,0
1180,09849,A5439,10000
1181,09850,A5442,0
1182,09851,A5449,10000
1183,09852,A5449,10000
1184,09853,A5441,0
1185,09859,A5440,10000
1186,0986,A545,0
1187,0987,A546,0
1188,09881,A5489,10000
1189,09882,A5481,0
1190,09883,A5483,10000
1191,09884,A5483,10000
1192,09885,A5483,10000
1193,09886,A5485,0
1194,09889,A5486,10000
1195,09889,A5489,10000
1196,0990,A57,0
1197,0991,A55,0
1198,0992,A58,0
1199,0993,M0230,10000
1200,09940,N341,10000
1201,09941,N341,10000
1202,09949,N341,10000
1203,09950,A5619,10000
1204,09951,A564,0
1205,09952,A563,0
1206,09953,A5600,10000
1207,09954,A5619,10000
1208,09955,A562,0
1209,09956,A568,10000
1210,09959,A568,10000
1211,0998,A638,10000
1212,0999,A64,0
1213,1000,A270,0
1214,10081,A2781,0
1215,10089,A2789,10000
1216,1009,A279,0
1217,101,A690,10000
1218,101,A691,10000
1219,1020,A660,0
1220,1021,A661,0
1221,1022,A662,0
1222,1023,A663,0
1223,1024,A664,0
1224,1025,A665,0
1225,1026,A666,0
1226,1027,A667,0
1227,1028,A668,0
